id,country,admin_region,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date,latitude,longitude
11588,Brazil,Brasilia,17417,1379,1068,40,145,167,557,1999-02-26,-0.4958311887247957,4.486676700154028
11589,Taiwan,Taipei_City,6807,2289,1423,37,352,272,462,1998-06-27,1.6582573663341151,2.124440670053682
11590,UK,Edinburgh,730754,124934,71075,7677,8896,8780,3753,1999-02-08,0.6060610566215301,-4.154607930958573
11591,Antarctica,Rockfort_Island,187068,7241,4219,697,773,554,995,1999-02-11,-67.6167,62.8667
11592,UK,Birmingham,44927,13307,10586,1206,1879,1814,831,1999-03-04,-2.8500477535126296,3.283220170509705
11593,Antarctica,Base_Echo,330432,274096,143333,14779,27481,32896,4708,1999-01-06,-2.0507635900375054,3.689084456104984
11594,France,Marseille,1270478,82491,48083,7431,13408,7517,2785,1999-05-28,3.0758159318117744,0.8224238495790386
11595,Australia,Sydney,4196989,3498477,2201940,343795,538264,197429,169890,1998-07-30,-33.8688,151.2093
11596,Australia,Brisbane,605725,126026,54663,7650,11091,16715,3645,1998-11-20,-0.8665823898368763,9.314114221014716
11597,Canada,Vancouver,27395,24863,13895,2161,4137,260,1777,1998-05-08,1.763269541791821,-1.335127450431743
11598,USA,Arklay_County,7615,1595,800,73,161,104,509,1998-08-16,2.441439224449056,-2.9081933913488074
11599,Brazil,Brasilia,785723,639059,400091,33608,57438,50465,10101,1998-12-19,-0.4958311887247957,4.486676700154028
11600,USA,New_York,50554,44075,22527,3275,2439,3458,2167,1999-04-07,40.7128,-74.006
11601,Japan,Kyoto,21958,19236,11266,1509,3157,612,1322,1999-01-29,-0.6353533556324394,-4.121988575775276
11602,Russia,Moscow,305204,36148,21905,2894,4681,2420,1624,1998-08-28,-3.1270639264667555,0.5501745696793509
11603,Brazil,Brasilia,84219,53719,27932,4152,6993,5923,1417,1999-03-01,-0.4958311887247957,4.486676700154028
11604,USA,Raccoon_City,147510,115410,80844,3601,9284,9542,2866,1998-05-11,38.8333,-97.5333
11605,Taiwan,Tainan_City,114092,79796,35155,7578,8324,11103,4092,1999-05-08,-1.3817801379542258,-6.823508848071515
11606,Russia,Moscow,2654066,1195223,555927,69731,116230,73183,59461,1999-05-21,-3.1270639264667555,0.5501745696793509
11607,Australia,Sydney,1030453,921586,378976,38241,177514,124384,11639,1998-10-30,-33.8688,151.2093
11608,Brazil,Brasilia,35558,6103,2690,119,629,565,437,1999-03-05,-0.4958311887247957,4.486676700154028
11609,Brazil,Amazon_Region,138908,115825,59672,5494,9952,14533,5873,1998-10-26,-1.93727713348161,-3.219104847382798
11610,Australia,Brisbane,358197,82314,36662,5181,6221,9460,4115,1998-11-22,-0.8665823898368763,9.314114221014716
11611,Canada,Ottawa,37090,15895,9139,1288,2060,2027,916,1998-07-31,1.480608918212311,-1.9217980547608868
11612,Taiwan,Taipei_City,1493837,657215,330606,25770,44870,75952,25194,1998-12-13,1.6582573663341151,2.124440670053682
11613,Brazil,Sao_Paulo,14304,3942,2406,358,212,187,1037,1998-05-06,-23.5505,-46.6333
11614,USA,California,674487,182534,120566,15955,23737,9353,4807,1999-04-21,-3.768367786224215,-7.269105964257913
11615,Brazil,Brasilia,903397,321163,251376,27856,44394,20814,10402,1998-05-12,-0.4958311887247957,4.486676700154028
11616,Russia,Vladivostok,419362,5569,4354,541,599,700,779,1999-01-05,43.1155,131.8853
11617,Brazil,Brasilia,4848800,1118220,767483,96467,129152,104471,19546,1999-05-12,-0.4958311887247957,4.486676700154028
11618,USA,Arklay_County,11674,10550,7013,542,1903,296,722,1998-11-14,2.441439224449056,-2.9081933913488074
11619,Germany,Frankfurt,89941,61470,36379,5052,9654,6767,3123,1998-09-04,-4.724921723598893,2.452041664770111
11620,Russia,Siberia_Zone,6745,2853,1916,200,347,367,719,1998-06-06,61.0137,99.1967
11621,Antarctica,Rockfort_Island,315634,609,452,13,83,81,246,1999-05-16,-67.6167,62.8667
11622,France,Lyon,84784,57058,44311,1300,6104,5680,1859,1998-05-08,0.1225354025007818,2.243434500939372
11623,France,Bordeaux,20675616,9692351,6911087,650535,780106,187674,445440,1998-10-12,1.1704801824038549,-1.967857959836668
11624,Russia,Siberia_Zone,1227894,765988,552142,27381,85966,87381,26382,1998-08-28,61.0137,99.1967
11625,Antarctica,Base_Omega,573768,215287,105539,15257,11354,31087,10339,1998-12-18,1.3325999520384384,-2.381827186590709
11626,Taiwan,Tainan_City,1848554,3212,2410,248,431,146,1081,1998-12-11,-1.3817801379542258,-6.823508848071515
11627,Germany,Munich,41773,23178,16284,2210,1318,2382,1784,1999-05-07,1.3304192527089729,0.9162062377984492
11628,Russia,Vladivostok,428968,321354,171862,3709,39426,42913,9484,1998-12-19,43.1155,131.8853
11629,USA,Illinois,3270,675,309,10,65,7,878,1999-02-11,-0.1071992535331094,-2.5699940756529567
11630,Japan,Okinawa,36261,22840,11214,875,3355,762,997,1998-12-12,-0.7058126639679835,7.705785461881211
11631,UK,London_City,757059,253301,113460,21366,26588,30075,12585,1999-05-30,51.5074,-0.1278
11632,Brazil,Rio_de_Janeiro,4318028,3418451,1925711,256599,306462,360530,69494,1998-09-22,1.69863980297128,-0.1445188229842225
11633,Antarctica,Rockfort_Island,7566494,3151702,2511341,261920,182504,126211,99064,1999-01-05,-67.6167,62.8667
11634,Canada,Montreal,96940,5864,2777,389,610,501,752,1999-01-27,3.577033218814007,0.0643706388332788
11635,Germany,Munich,614860,309420,185720,29435,31782,29502,5668,1999-02-10,1.3304192527089729,0.9162062377984492
11636,USA,Arklay_County,108310,62565,26144,5432,3440,2663,1123,1998-06-08,2.441439224449056,-2.9081933913488074
11637,Canada,Ottawa,48199,14669,11030,433,1928,960,1379,1998-06-13,1.480608918212311,-1.9217980547608868
11638,France,Paris_District,18370792,1371404,1010161,60401,111108,80760,63653,1999-05-07,1.1184999132560782,0.2466954433440331
11639,Russia,Vladivostok,28532,20421,8309,937,1598,2559,1642,1998-06-06,43.1155,131.8853
11640,Germany,Frankfurt,88851,45696,23560,3152,5443,4259,1069,1999-01-11,-4.724921723598893,2.452041664770111
11641,Australia,Sydney,1679709,336003,200680,24232,48853,27160,7502,1998-11-27,-33.8688,151.2093
11642,Brazil,Sao_Paulo,3829,684,386,23,39,101,750,1998-07-31,-23.5505,-46.6333
11643,UK,Birmingham,23038,11959,7903,834,1027,411,942,1998-05-19,-2.8500477535126296,3.283220170509705
11644,Antarctica,Base_Echo,49577,14617,7790,317,745,474,1059,1998-08-08,-2.0507635900375054,3.689084456104984
11645,France,Bordeaux,82881,54450,23677,2042,5811,3814,2325,1999-05-30,1.1704801824038549,-1.967857959836668
11646,Russia,Vladivostok,661882,219732,157551,6551,26514,8321,10679,1998-09-24,43.1155,131.8853
11647,Brazil,Sao_Paulo,172712,77284,54249,7363,7565,10310,2581,1998-07-08,-23.5505,-46.6333
11648,France,Bordeaux,83444,4812,2657,297,585,399,1055,1998-09-07,1.1704801824038549,-1.967857959836668
11649,Australia,Sydney,37687,16523,7345,1021,2405,237,513,1998-05-25,-33.8688,151.2093
11650,Canada,Montreal,82475,875,458,58,71,92,846,1998-08-23,3.577033218814007,0.0643706388332788
11651,UK,Birmingham,47383,16265,11746,989,2754,1982,743,1998-07-29,-2.8500477535126296,3.283220170509705
11652,UK,London_City,1518221,448502,284894,9162,85678,20892,10380,1999-02-10,51.5074,-0.1278
11653,Brazil,Amazon_Region,352271,253162,129061,5585,30791,20828,12946,1999-01-28,-1.93727713348161,-3.219104847382798
11654,USA,Illinois,1397755,1021153,430747,89420,60763,148078,11059,1999-04-06,-0.1071992535331094,-2.5699940756529567
11655,Brazil,Rio_de_Janeiro,3742,1490,1112,51,261,53,314,1998-11-28,1.69863980297128,-0.1445188229842225
11656,France,Bordeaux,4674248,4333523,2186725,191828,347904,198032,140067,1998-08-19,1.1704801824038549,-1.967857959836668
11657,Antarctica,Rockfort_Island,243922,58133,33103,3031,11076,8167,2598,1999-04-13,-67.6167,62.8667
11658,USA,California,80767,12785,7075,134,689,1862,935,1998-07-15,-3.768367786224215,-7.269105964257913
11659,UK,Birmingham,19056,14745,9343,320,1655,927,1241,1999-02-20,-2.8500477535126296,3.283220170509705
11660,Japan,Okinawa,52211,25327,14350,1440,2341,2123,1133,1999-05-25,-0.7058126639679835,7.705785461881211
11661,UK,Birmingham,1978284,368668,273146,5548,56535,31540,14578,1998-07-27,-2.8500477535126296,3.283220170509705
11662,Brazil,Brasilia,136147,43152,23160,3292,7372,4135,1489,1998-10-17,-0.4958311887247957,4.486676700154028
11663,France,Bordeaux,177947,16161,11057,711,2749,1339,1049,1998-09-24,1.1704801824038549,-1.967857959836668
11664,USA,New_York,18941,12533,5480,1243,1843,1079,813,1999-05-02,40.7128,-74.006
11665,Russia,Vladivostok,706142,333620,157650,10948,37068,6398,14349,1998-12-26,43.1155,131.8853
11666,USA,Illinois,2415,1295,816,45,79,82,332,1998-06-24,-0.1071992535331094,-2.5699940756529567
11667,Australia,Perth,182163,13033,5737,1261,2592,643,711,1998-07-31,-2.3821152566781127,0.315955519096403
11668,Taiwan,Tainan_City,41339,27476,15161,1008,2686,3122,853,1999-01-08,-1.3817801379542258,-6.823508848071515
11669,Taiwan,Taipei_City,1385880,387825,295244,27238,23972,53386,14395,1998-10-04,1.6582573663341151,2.124440670053682
11670,Germany,Frankfurt,217820,33294,16959,2388,2387,2510,1483,1999-05-04,-4.724921723598893,2.452041664770111
11671,Canada,Ottawa,478939,193501,106076,16437,20449,6849,5581,1999-01-06,1.480608918212311,-1.9217980547608868
11672,Germany,Frankfurt,58634,47609,25031,4631,8430,2272,2421,1999-01-19,-4.724921723598893,2.452041664770111
11673,Antarctica,Rockfort_Island,297578,105218,59215,6427,13365,3193,3807,1998-05-08,-67.6167,62.8667
11674,Antarctica,Base_Omega,234958,24545,18729,1454,1546,2741,739,1999-03-21,1.3325999520384384,-2.381827186590709
11675,Germany,Munich,217495,194685,87208,7892,19632,4987,5672,1999-02-23,1.3304192527089729,0.9162062377984492
11676,USA,California,254802,154819,66499,8508,17818,6925,4424,1998-08-06,-3.768367786224215,-7.269105964257913
11677,France,Paris_District,121479,34889,14854,3088,2802,3416,1198,1998-06-19,1.1184999132560782,0.2466954433440331
11678,Germany,Hamburg,275164,152499,121043,4243,10490,10949,5161,1998-11-29,-3.9938192044018974,-2.733540311293427
11679,Brazil,Amazon_Region,62364,5407,3837,276,724,519,853,1998-05-04,-1.93727713348161,-3.219104847382798
11680,USA,California,36214,19428,13227,1614,3208,2722,1332,1999-04-29,-3.768367786224215,-7.269105964257913
11681,France,Marseille,62160,48394,33859,767,4805,5245,2097,1999-02-16,3.0758159318117744,0.8224238495790386
11682,Taiwan,Tainan_City,955054,126368,56924,10313,6956,2471,3994,1999-05-24,-1.3817801379542258,-6.823508848071515
11683,Japan,Tokyo,65748,52141,27586,5028,9008,4366,2225,1998-12-27,35.6895,139.6917
11684,Antarctica,Base_Echo,1583757,832582,461267,66564,128740,77565,27659,1998-05-19,-2.0507635900375054,3.689084456104984
11685,Brazil,Sao_Paulo,397383,72943,42734,2621,10700,1032,3585,1999-05-01,-23.5505,-46.6333
11686,Russia,Moscow,351662,70865,30227,6220,8665,1264,2892,1999-01-25,-3.1270639264667555,0.5501745696793509
11687,Canada,Montreal,26916,22584,11865,2237,2497,411,1375,1999-02-28,3.577033218814007,0.0643706388332788
11688,Russia,Saint_Petersburg,842192,381085,200952,15851,51510,37845,9305,1999-03-24,1.7025554541757133,0.217036944873728
11689,France,Marseille,80304,21635,15554,501,1422,2176,503,1998-11-17,3.0758159318117744,0.8224238495790386
11690,Australia,Melbourne,1058,254,133,18,39,26,974,1998-08-12,2.2429425392786246,-0.2182463403309512
11691,France,Paris_District,752871,286634,183241,27670,20421,17401,4771,1999-03-27,1.1184999132560782,0.2466954433440331
11692,Japan,Okinawa,813820,601453,355183,35629,74952,17533,20390,1999-04-29,-0.7058126639679835,7.705785461881211
11693,Taiwan,Taipei_City,63371,1671,1037,143,216,140,334,1999-05-01,1.6582573663341151,2.124440670053682
11694,UK,Birmingham,569313,58751,23994,1040,4339,847,2990,1998-07-21,-2.8500477535126296,3.283220170509705
11695,France,Paris_District,9000,3807,2705,224,293,323,649,1999-03-15,1.1184999132560782,0.2466954433440331
11696,Taiwan,Taichung_City,133802,115396,58558,11128,6916,8864,2423,1998-06-24,-2.604738557508256,7.177168990234618
11697,Russia,Siberia_Zone,7814897,6560894,3958059,503553,1192377,414684,157578,1999-02-12,61.0137,99.1967
11698,France,Marseille,30312,22503,16835,307,2389,1395,1295,1998-12-22,3.0758159318117744,0.8224238495790386
11699,France,Lyon,6425,5974,2410,187,999,506,1016,1998-10-11,0.1225354025007818,2.243434500939372
11700,Germany,Hamburg,146673,15119,8484,1083,842,273,1404,1999-04-30,-3.9938192044018974,-2.733540311293427
11701,Russia,Saint_Petersburg,2777778,2331621,1744424,231342,237890,158779,70719,1998-07-24,1.7025554541757133,0.217036944873728
11702,Canada,Ottawa,5973,119,84,9,8,7,890,1998-12-05,1.480608918212311,-1.9217980547608868
11703,Canada,Ottawa,115669,45677,27753,1898,2758,2427,1214,1999-05-03,1.480608918212311,-1.9217980547608868
11704,Brazil,Rio_de_Janeiro,988257,212499,94378,21221,30291,29713,2983,1999-04-27,1.69863980297128,-0.1445188229842225
11705,Australia,Sydney,864880,298694,152797,8335,38100,3298,6047,1998-11-29,-33.8688,151.2093
11706,Antarctica,Rockfort_Island,221136,204616,118551,7007,23840,11779,4701,1998-11-19,-67.6167,62.8667
11707,UK,Birmingham,78071,24455,12093,1469,1922,2261,941,1999-03-09,-2.8500477535126296,3.283220170509705
11708,France,Lyon,363892,217768,89011,7646,16842,30427,10733,1999-02-24,0.1225354025007818,2.243434500939372
11709,France,Marseille,1810734,1184678,943543,54851,158835,27362,24634,1998-12-28,3.0758159318117744,0.8224238495790386
11710,Brazil,Rio_de_Janeiro,51856,27096,15934,2464,1470,2927,1053,1998-10-09,1.69863980297128,-0.1445188229842225
11711,Australia,Melbourne,969073,84647,46794,4478,14641,11262,3153,1998-10-26,2.2429425392786246,-0.2182463403309512
11712,Russia,Moscow,761207,619135,406360,51965,122981,19924,28134,1998-07-31,-3.1270639264667555,0.5501745696793509
11713,France,Paris_District,122769,91850,59477,7197,15844,9575,1883,1998-09-15,1.1184999132560782,0.2466954433440331
11714,Taiwan,Hualien_County,14682,10457,4436,970,937,417,797,1998-08-20,2.595969444828932,-2.4187338956450457
11715,USA,New_York,33740,29186,14484,1850,2936,898,1500,1998-10-16,40.7128,-74.006
11716,Antarctica,Base_Omega,4389203,1451325,755632,130214,153325,205094,32602,1999-05-22,1.3325999520384384,-2.381827186590709
11717,Australia,Melbourne,3505684,1920027,1191303,117415,241388,46340,45352,1999-03-17,2.2429425392786246,-0.2182463403309512
11718,France,Marseille,349337,260022,203462,13380,21978,32854,6478,1998-08-09,3.0758159318117744,0.8224238495790386
11719,Australia,Perth,22188909,9380913,6200981,445330,826216,137862,182909,1999-02-20,-2.3821152566781127,0.315955519096403
11720,Canada,Ottawa,191894,175568,135271,9974,23322,18383,8449,1998-11-09,1.480608918212311,-1.9217980547608868
11721,UK,Manchester,14543,11727,9297,1133,1468,1445,1153,1999-04-23,-0.1633074596956526,5.456915438611025
11722,France,Paris_District,9928,5009,2140,62,254,474,1175,1998-11-23,1.1184999132560782,0.2466954433440331
11723,UK,Birmingham,14014,1973,1203,111,223,268,425,1999-02-10,-2.8500477535126296,3.283220170509705
11724,Japan,Akita_Pref,389634,186631,99671,13369,20202,20296,6864,1998-12-02,-2.265945629067376,2.5379745781799965
11725,USA,California,62538,12344,6473,276,2205,348,710,1998-12-14,-3.768367786224215,-7.269105964257913
11726,Brazil,Sao_Paulo,49889,19299,9808,1257,3047,933,1404,1999-04-26,-23.5505,-46.6333
11727,UK,Manchester,160057,40493,20350,3565,5446,4032,2017,1998-06-12,-0.1633074596956526,5.456915438611025
11728,France,Bordeaux,6239964,4820239,2936530,137316,659377,382416,173929,1998-10-28,1.1704801824038549,-1.967857959836668
11729,Germany,Hamburg,7097065,1754200,1394918,126531,318364,180126,60892,1999-04-12,-3.9938192044018974,-2.733540311293427
11730,Brazil,Brasilia,323247,181762,108093,7167,29860,19215,9204,1999-02-10,-0.4958311887247957,4.486676700154028
11731,Antarctica,Base_Echo,1029916,52019,34574,3583,10139,5435,3026,1999-02-21,-2.0507635900375054,3.689084456104984
11732,Brazil,Sao_Paulo,902492,646622,395672,51740,80483,32171,13611,1998-06-13,-23.5505,-46.6333
11733,Russia,Siberia_Zone,402820,172002,130275,4362,30700,5460,3014,1998-06-06,61.0137,99.1967
11734,UK,Birmingham,18795,7437,3615,446,657,487,1181,1999-05-08,-2.8500477535126296,3.283220170509705
11735,Germany,Frankfurt,552865,228912,100977,6104,41926,19689,10960,1999-01-04,-4.724921723598893,2.452041664770111
11736,UK,Edinburgh,58693,39760,22918,613,7218,3639,1606,1999-05-25,0.6060610566215301,-4.154607930958573
11737,Russia,Moscow,44833,18389,11630,1331,3045,1437,1196,1998-07-22,-3.1270639264667555,0.5501745696793509
11738,Antarctica,Base_Omega,471070,330148,152577,20990,65577,3555,12804,1999-05-15,1.3325999520384384,-2.381827186590709
11739,USA,Illinois,5196390,1400525,911747,29568,259976,163243,44072,1999-01-12,-0.1071992535331094,-2.5699940756529567
11740,France,Bordeaux,357471,326217,163976,18749,29795,20660,10892,1998-12-03,1.1704801824038549,-1.967857959836668
11741,Canada,Montreal,96922,47049,20523,2572,6097,1072,2347,1998-05-10,3.577033218814007,0.0643706388332788
11742,Canada,Vancouver,100243,55617,42629,4668,7885,682,1281,1998-12-24,1.763269541791821,-1.335127450431743
11743,UK,Birmingham,668188,441386,184075,42435,41697,49430,10994,1998-05-26,-2.8500477535126296,3.283220170509705
11744,Antarctica,Base_Echo,107544,59777,25095,1893,7702,7990,3045,1999-01-06,-2.0507635900375054,3.689084456104984
11745,Russia,Moscow,111501,59801,47478,2932,8327,7521,3419,1998-12-01,-3.1270639264667555,0.5501745696793509
11746,Australia,Brisbane,50908,167,90,16,28,4,462,1998-09-22,-0.8665823898368763,9.314114221014716
11747,France,Bordeaux,54133,23663,14840,994,2537,2925,1896,1999-03-16,1.1704801824038549,-1.967857959836668
11748,UK,Birmingham,1445036,1190105,566920,18957,97131,93520,31982,1998-12-08,-2.8500477535126296,3.283220170509705
11749,Australia,Brisbane,222674,195444,111943,12029,15582,25761,9549,1999-03-20,-0.8665823898368763,9.314114221014716
11750,France,Bordeaux,57786,15864,6815,528,2134,1666,837,1998-05-18,1.1704801824038549,-1.967857959836668
11751,Australia,Perth,196389,132201,54283,7149,20723,4067,4567,1999-04-04,-2.3821152566781127,0.315955519096403
11752,Brazil,Brasilia,472738,385622,308427,7703,39608,10803,9711,1998-12-14,-0.4958311887247957,4.486676700154028
11753,UK,London_City,25695,10762,5185,633,1571,166,1053,1998-12-22,51.5074,-0.1278
11754,Antarctica,Base_Echo,384387,218475,121174,5539,30840,21513,4431,1999-05-01,-2.0507635900375054,3.689084456104984
11755,Antarctica,Rockfort_Island,562025,341867,217844,31626,28406,9595,4852,1999-04-11,-67.6167,62.8667
11756,Russia,Siberia_Zone,5431197,4896817,2972790,68385,878997,651133,107744,1999-01-31,61.0137,99.1967
11757,France,Lyon,384984,176493,96089,7353,8932,21307,8690,1998-08-29,0.1225354025007818,2.243434500939372
11758,Canada,Toronto,10258,7586,3096,226,1232,731,1087,1998-07-01,-2.097557183413056,-0.6387742714220199
11759,UK,Edinburgh,610514,108912,65461,9659,14014,15097,3019,1999-03-27,0.6060610566215301,-4.154607930958573
11760,France,Paris_District,290834,161959,125990,13626,13376,24003,6936,1998-11-03,1.1184999132560782,0.2466954433440331
11761,France,Marseille,218241,94604,65835,9023,6385,7094,2858,1998-05-25,3.0758159318117744,0.8224238495790386
11762,Antarctica,Base_Echo,1853243,405870,278739,5165,34537,32551,13462,1999-05-15,-2.0507635900375054,3.689084456104984
