id,country,admin_region,latitude,longitude,total_population,infected,zombified,mutants,deaths,missing,ut_forces,date
18000,Russia,Moscow,-3.1270639264667555,0.5501745696793509,162106,52296,31314,1969,9204,1466,2052,1998-12-04
18001,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,120725,14247,9897,1285,1188,2102,1230,1998-05-30
18002,Antarctica,Rockfort_Island,-67.6167,62.8667,77992,3958,3083,360,700,449,284,1999-01-20
18003,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,1737942,783965,589520,47817,95221,47875,14012,1998-08-16
18004,Russia,Siberia_Zone,61.0137,99.1967,1260852,496297,288154,46116,77277,45259,9233,1999-02-13
18005,USA,Raccoon_City,38.8333,-97.5333,5736,2660,1081,40,232,393,528,1999-02-06
18006,Germany,Munich,1.3304192527089729,0.9162062377984493,1366,867,461,24,60,108,330,1999-02-22
18007,Russia,Vladivostok,43.1155,131.8853,1854316,479612,249881,35164,58604,10494,15108,1998-11-18
18008,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,123627,304,163,8,17,3,432,1999-02-22
18009,UK,Birmingham,-2.8500477535126296,3.2832201705097055,174785,89545,69885,7331,17486,2924,3583,1998-08-04
18010,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,2549549,127045,63557,4100,6972,2355,4687,1998-06-08
18011,Canada,Vancouver,1.763269541791821,-1.335127450431743,26983,20959,11022,1599,1496,996,739,1999-03-13
18012,Australia,Perth,-2.3821152566781127,0.315955519096403,188467,144773,76927,12665,16647,16401,5148,1999-01-03
18013,Russia,Moscow,-3.1270639264667555,0.5501745696793509,166389,19224,13718,1607,2803,2632,1239,1999-02-27
18014,USA,California,-3.768367786224215,-7.269105964257913,1505388,1362449,880652,30776,192380,184732,20900,1999-02-28
18015,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,175317,67168,49925,5280,6715,9226,3371,1998-12-26
18016,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,81753,43455,19895,3906,4202,5600,1604,1998-10-27
18017,UK,London_City,51.5074,-0.1278,47425,33817,21948,1328,5885,596,2353,1998-10-08
18018,France,Bordeaux,1.1704801824038547,-1.9678579598366681,366341,66474,48152,3417,4492,2471,2851,1998-10-02
18019,USA,Texas,-0.36160829624950047,-1.7712103761382976,71318,795,574,78,127,8,674,1998-10-04
18020,Germany,Berlin,52.52,13.405,5442,3817,2080,365,205,79,691,1998-11-26
18021,Canada,Ottawa,1.480608918212311,-1.9217980547608868,195041,146574,104748,3840,14011,13668,5250,1999-05-19
18022,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,1301,815,607,38,105,110,287,1999-04-20
18023,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,1610994,952463,432888,83271,129933,130921,25695,1998-08-19
18024,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,20487,17564,9483,1579,2946,799,1298,1999-02-08
18025,Canada,Ottawa,1.480608918212311,-1.9217980547608868,390358,327617,225660,14524,64100,10065,10434,1999-01-21
18026,Germany,Frankfurt,-4.724921723598893,2.452041664770111,853786,77952,44571,806,12306,8967,2568,1999-04-27
18027,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,845326,162785,130048,14705,13072,22527,6123,1998-09-21
18028,Germany,Frankfurt,-4.724921723598893,2.452041664770111,5854828,3581155,1846071,168462,546783,400221,106453,1998-08-08
18029,UK,London_City,51.5074,-0.1278,69684,5420,3090,336,583,683,665,1999-01-12
18030,UK,Birmingham,-2.8500477535126296,3.2832201705097055,414763,215746,94860,16858,15892,17943,10154,1998-08-26
18031,Australia,Brisbane,-0.8665823898368763,9.314114221014716,170905,22812,16168,1464,1167,3099,1204,1999-04-03
18032,Germany,Munich,1.3304192527089729,0.9162062377984493,161408,145000,105540,4646,10692,3485,3241,1999-05-23
18033,Brazil,Sao_Paulo,-23.5505,-46.6333,217470,80910,64044,1375,15437,1314,1693,1998-11-29
18034,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,27915,6172,4421,597,1050,578,353,1998-09-09
18035,Russia,Vladivostok,43.1155,131.8853,591036,424473,219202,22852,64786,44766,19454,1998-08-23
18036,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,70907,13903,9669,148,733,1947,783,1999-03-15
18037,Canada,Vancouver,1.763269541791821,-1.335127450431743,1713257,1393233,805379,103116,109019,83703,45495,1999-02-15
18038,USA,New_York,40.7128,-74.006,171253,134512,106564,6317,26476,16808,4657,1998-08-24
18039,France,Lyon,0.12253540250078182,2.243434500939372,239916,58247,41645,1463,11346,7384,1492,1999-02-25
18040,Canada,Vancouver,1.763269541791821,-1.335127450431743,563571,178324,97936,7725,24061,20313,3081,1998-06-26
18041,Canada,Vancouver,1.763269541791821,-1.335127450431743,71456,2361,1693,99,425,220,413,1999-05-12
18042,Japan,Tokyo,35.6895,139.6917,5439,1548,849,72,271,52,635,1998-09-29
18043,Canada,Toronto,-2.097557183413056,-0.6387742714220199,2916412,454928,298104,32163,28489,34624,22943,1999-01-31
18044,Japan,Osaka,1.5102506162201896,-3.245233909150882,2013199,70061,31000,880,5420,4696,2851,1998-10-13
18045,Russia,Moscow,-3.1270639264667555,0.5501745696793509,111092,100358,58016,4538,12203,7902,4818,1998-09-29
18046,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,53629,48001,20641,3232,8381,2237,2191,1998-11-28
18047,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,3166,1879,1139,187,329,218,782,1999-02-04
18048,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,367899,162260,102254,10524,8999,12555,2306,1999-03-22
18049,Australia,Brisbane,-0.8665823898368763,9.314114221014716,14172,6322,4417,589,831,353,1156,1998-08-10
18050,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,296156,178106,96798,7707,28106,16947,4224,1999-05-18
18051,Germany,Frankfurt,-4.724921723598893,2.452041664770111,138251,32456,23129,1724,1928,3987,2241,1999-05-09
18052,France,Lyon,0.12253540250078182,2.243434500939372,100285,65492,42015,6273,4991,9140,3948,1999-01-08
18053,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,104810,2759,1730,121,310,246,987,1999-02-05
18054,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,173677,107685,52512,7833,18212,6929,4786,1998-07-20
18055,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,7280,3590,2777,62,323,104,895,1999-01-28
18056,France,Lyon,0.12253540250078182,2.243434500939372,1865803,1233089,580674,55148,224790,30203,61219,1998-06-27
18057,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,53130,30939,13225,985,5955,2204,1440,1998-05-02
18058,Germany,Munich,1.3304192527089729,0.9162062377984493,86425,21074,15339,673,2337,3099,1430,1999-04-04
18059,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,18538,9475,5138,722,1449,543,883,1998-05-09
18060,USA,Illinois,-0.1071992535331094,-2.5699940756529567,353624,221892,161896,9108,42416,13797,8700,1998-11-07
18061,Brazil,Brasilia,-0.49583118872479576,4.486676700154028,223875,3664,2831,82,595,494,603,1998-08-31
18062,Canada,Toronto,-2.097557183413056,-0.6387742714220199,2924,2689,1507,255,432,222,498,1998-08-12
18063,France,Paris_District,1.1184999132560782,0.24669544334403318,601842,215314,98165,6199,22307,22856,10193,1998-07-22
18064,Germany,Frankfurt,-4.724921723598893,2.452041664770111,3874352,1003925,442598,100262,181739,48770,37690,1998-08-17
18065,Germany,Munich,1.3304192527089729,0.9162062377984493,116424,78877,37249,913,15491,1726,3049,1998-08-28
18066,USA,Illinois,-0.1071992535331094,-2.5699940756529567,5940,4450,2267,106,541,123,547,1999-05-25
18067,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,47254,18782,12294,1228,1281,2105,817,1998-12-14
18068,Germany,Berlin,52.52,13.405,15956,9177,6487,867,1417,992,389,1999-01-22
18069,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,495375,124670,72482,9970,24566,16484,3168,1998-08-14
18070,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,89975,60066,44761,2468,9889,4627,2551,1998-12-03
18071,Australia,Perth,-2.3821152566781127,0.315955519096403,225111,106498,76924,6947,14626,11001,4168,1998-09-05
18072,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,3068283,409250,164988,40446,28185,41124,7723,1999-02-10
18073,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,324592,253379,159259,5760,44687,33283,6611,1999-04-03
18074,USA,Arklay_County,2.441439224449056,-2.9081933913488074,15313,13092,7366,503,1154,866,1150,1999-05-06
18075,Australia,Sydney,-33.8688,151.2093,84214,27664,16341,2144,3943,2439,1178,1998-09-26
18076,UK,Edinburgh,0.6060610566215301,-4.154607930958573,132564,46845,30148,1892,2745,4146,1632,1998-09-28
18077,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,18641,13677,8664,773,1968,241,879,1998-06-30
18078,USA,Raccoon_City,38.8333,-97.5333,890471,724485,549082,43380,99573,108407,28468,1998-10-05
18079,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,687277,343023,186031,27810,27642,49137,10544,1998-10-21
18080,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,16229,13335,8542,1144,1324,500,332,1999-01-29
18081,France,Bordeaux,1.1704801824038547,-1.9678579598366681,74939,1379,1072,120,268,125,357,1999-03-14
18082,USA,Florida,0.07366488477169875,-8.521986977221632,617713,97237,52861,7483,5111,11547,4002,1998-12-30
18083,Russia,Moscow,-3.1270639264667555,0.5501745696793509,338930,278184,166727,13339,23668,3624,11534,1998-10-20
18084,USA,Arklay_County,2.441439224449056,-2.9081933913488074,276114,176367,75581,14657,15847,6840,8677,1999-03-13
18085,UK,Edinburgh,0.6060610566215301,-4.154607930958573,26115,15910,12153,856,3071,2185,525,1998-06-28
18086,Germany,Frankfurt,-4.724921723598893,2.452041664770111,39797,24800,17897,503,3306,1743,1226,1998-08-18
18087,USA,Florida,0.07366488477169875,-8.521986977221632,13868,1472,621,50,99,211,888,1999-05-05
18088,Russia,Vladivostok,43.1155,131.8853,45707,37531,25698,2031,2689,2889,1464,1998-12-01
18089,Canada,Ottawa,1.480608918212311,-1.9217980547608868,24374,2284,1742,52,302,187,335,1999-03-03
18090,Russia,Siberia_Zone,61.0137,99.1967,27062635,5278737,3731804,303865,688165,456314,175177,1998-07-04
18091,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,1827720,1282906,809051,79224,216909,161514,14197,1999-05-03
18092,UK,Edinburgh,0.6060610566215301,-4.154607930958573,1016056,231764,177621,20799,23336,26384,9331,1999-01-07
18093,Germany,Frankfurt,-4.724921723598893,2.452041664770111,2071032,1582207,1087706,52091,109593,84537,56331,1999-02-22
18094,Antarctica,Rockfort_Island,-67.6167,62.8667,1924453,1328688,586228,101019,73799,116000,30508,1998-09-25
18095,Russia,Saint_Petersburg,1.7025554541757133,0.21703694487372807,30415,21455,10496,2097,3293,3013,1518,1998-12-14
18096,UK,Birmingham,-2.8500477535126296,3.2832201705097055,678950,273278,125930,22839,15841,37138,11088,1999-02-23
18097,Canada,Toronto,-2.097557183413056,-0.6387742714220199,116845,62105,32559,4224,4188,7769,2859,1998-11-24
18098,Antarctica,Rockfort_Island,-67.6167,62.8667,16165,6876,3465,463,842,275,1116,1998-11-13
18099,Australia,Brisbane,-0.8665823898368763,9.314114221014716,446997,314198,159029,25754,33156,42065,4383,1998-12-29
18100,Australia,Sydney,-33.8688,151.2093,311434,36146,19421,1924,5342,1817,2344,1998-11-07
18101,Australia,Brisbane,-0.8665823898368763,9.314114221014716,66405,28709,11742,1782,4176,3771,878,1998-10-18
18102,Canada,Montreal,3.577033218814007,0.06437063883327881,296794,223325,113996,14796,43176,13893,8988,1998-12-28
18103,Germany,Frankfurt,-4.724921723598893,2.452041664770111,164894,34650,16231,1558,3202,4994,1763,1999-01-13
18104,Japan,Osaka,1.5102506162201896,-3.245233909150882,163144,67824,28720,1383,9032,6658,1782,1998-09-28
18105,Japan,Okinawa,-0.7058126639679835,7.705785461881211,2818500,781282,446242,7972,124846,62654,36738,1999-05-17
18106,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,1263316,537656,386145,46710,39485,64841,19992,1999-02-24
18107,UK,Birmingham,-2.8500477535126296,3.2832201705097055,1614,78,46,0,15,9,286,1998-12-23
18108,Australia,Sydney,-33.8688,151.2093,13375,6045,4119,64,1057,850,1116,1998-09-30
18109,Taiwan,Taichung_City,-2.6047385575082553,7.177168990234618,102322,39590,17676,1915,3063,5717,2334,1999-02-15
18110,Germany,Munich,1.3304192527089729,0.9162062377984493,2576626,2294998,1324603,103171,373405,40420,59441,1998-07-04
18111,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,1670,404,195,10,74,32,859,1999-01-05
18112,USA,Raccoon_City,38.8333,-97.5333,151737,37453,16598,2382,1969,3259,1775,1998-11-06
18113,France,Lyon,0.12253540250078182,2.243434500939372,378074,54399,26831,1959,2919,5948,2316,1998-10-06
18114,Brazil,Sao_Paulo,-23.5505,-46.6333,78735,18735,13403,1410,1517,889,917,1999-05-30
18115,Canada,Toronto,-2.097557183413056,-0.6387742714220199,39672,35556,22396,1890,5895,3185,1517,1998-06-01
18116,Canada,Montreal,3.577033218814007,0.06437063883327881,22399,13360,6568,725,1807,600,526,1999-03-18
18117,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,5905,93,45,6,6,0,230,1998-06-29
18118,Canada,Ottawa,1.480608918212311,-1.9217980547608868,1002148,33750,16766,1508,4985,2211,1590,1998-10-26
18119,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,154893,4121,2952,283,308,131,423,1998-12-22
18120,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,2809742,677626,442381,66645,52009,39521,13734,1998-11-03
18121,Taiwan,Taipei_City,1.6582573663341151,2.124440670053682,570724,31740,15974,2637,5461,417,1007,1998-11-21
18122,USA,California,-3.768367786224215,-7.269105964257913,27538,1780,982,157,253,115,885,1998-08-23
18123,UK,Birmingham,-2.8500477535126296,3.2832201705097055,15499,6455,3483,137,736,956,302,1999-01-09
18124,Brazil,Sao_Paulo,-23.5505,-46.6333,3298112,27325,14059,664,4879,2827,1151,1998-07-07
18125,Taiwan,Hualien_County,2.595969444828932,-2.4187338956450457,6078441,101052,71776,9511,5958,7189,3779,1998-12-09
18126,Canada,Toronto,-2.097557183413056,-0.6387742714220199,888884,523756,300643,46683,66441,10728,20166,1999-03-16
18127,Japan,Tokyo,35.6895,139.6917,127164,84319,42239,6078,10667,6645,1914,1999-05-22
18128,Russia,Vladivostok,43.1155,131.8853,43420,39799,25684,2170,5837,5265,2119,1999-03-06
18129,UK,Birmingham,-2.8500477535126296,3.2832201705097055,5700340,2622673,1668274,68748,306185,220400,37415,1999-03-28
18130,Germany,Hamburg,-3.9938192044018974,-2.733540311293427,241575,130483,83625,2856,6841,1608,3333,1998-10-19
18131,France,Marseille,3.0758159318117744,0.8224238495790386,17662,9949,6251,754,661,525,485,1998-11-26
18132,Japan,Akita_Pref,-2.265945629067376,2.5379745781799965,73018,51923,39964,3653,5751,6782,2617,1998-09-04
18133,Canada,Toronto,-2.097557183413056,-0.6387742714220199,7711,3046,1734,57,156,366,343,1998-10-05
18134,Japan,Osaka,1.5102506162201896,-3.245233909150882,128564,120309,91201,1626,20385,10323,3421,1999-05-01
18135,Australia,Perth,-2.3821152566781127,0.315955519096403,469044,222566,164095,6464,37600,25156,8804,1998-07-27
18136,Antarctica,Rockfort_Island,-67.6167,62.8667,457892,55939,43511,1629,9064,6875,1301,1999-05-04
18137,Canada,Montreal,3.577033218814007,0.06437063883327881,31240,22196,14823,1770,4305,3053,1471,1998-06-23
18138,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,316564,156380,112364,8501,26513,22006,7683,1998-06-17
18139,Brazil,Sao_Paulo,-23.5505,-46.6333,648425,400635,164308,26856,37192,13996,5303,1999-02-15
18140,Brazil,Sao_Paulo,-23.5505,-46.6333,80534,39371,29014,1653,6899,3226,1358,1999-03-20
18141,USA,Florida,0.07366488477169875,-8.521986977221632,340493,210623,112871,5680,13423,27724,5086,1998-05-26
18142,USA,Arklay_County,2.441439224449056,-2.9081933913488074,41028,17676,13352,1075,1051,2554,936,1999-03-24
18143,UK,Manchester,-0.16330745969565263,5.456915438611025,18253,6785,3787,486,561,187,884,1998-07-27
18144,Japan,Hokkaido,0.8748241824825881,-0.4771821068560608,967368,174349,119657,5491,30163,6458,7863,1998-08-15
18145,USA,New_York,40.7128,-74.006,37703,11907,9388,1144,1136,288,449,1998-12-23
18146,Australia,Melbourne,2.2429425392786246,-0.21824634033095125,2413350,88441,61254,4368,15580,10312,3960,1999-03-08
18147,Taiwan,Kaohsiung_City,-1.4187478369460782,0.42363056911450814,212369,100163,57377,8920,17464,14790,2130,1998-11-20
18148,USA,Illinois,-0.1071992535331094,-2.5699940756529567,136374,55856,35777,1537,9643,4301,859,1998-07-08
18149,Japan,Tokyo,35.6895,139.6917,635712,70371,36142,887,13593,7017,2105,1998-07-19
18150,Brazil,Sao_Paulo,-23.5505,-46.6333,101656,54331,38866,3692,4486,2301,2204,1999-04-17
18151,France,Bordeaux,1.1704801824038547,-1.9678579598366681,134355,113928,70159,1722,16248,16048,1465,1998-10-04
18152,Antarctica,Base_Omega,1.3325999520384384,-2.3818271865907095,427189,207669,98367,13712,13742,8380,5675,1998-09-03
18153,Russia,Vladivostok,43.1155,131.8853,38262,1807,1119,95,330,113,847,1999-04-26
18154,Germany,Munich,1.3304192527089729,0.9162062377984493,3552422,1405137,858107,97255,148269,41098,21862,1999-03-11
18155,USA,Arklay_County,2.441439224449056,-2.9081933913488074,1737042,1505648,691141,26414,127486,44910,67665,1998-05-25
18156,Germany,Frankfurt,-4.724921723598893,2.452041664770111,636101,575584,265667,22899,66278,75164,24276,1998-05-27
18157,Antarctica,Base_Echo,-2.0507635900375054,3.6890844561049834,10730,8625,5335,525,1069,530,915,1999-04-20
18158,Russia,Siberia_Zone,61.0137,99.1967,1005422,412249,308203,36620,27128,21161,20297,1998-05-22
18159,UK,Birmingham,-2.8500477535126296,3.2832201705097055,790482,285374,188635,18404,15248,29044,3439,1998-12-14
18160,Brazil,Amazon_Region,-1.9372771334816101,-3.219104847382798,70913,19381,13846,485,1038,790,699,1999-02-27
18161,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,980858,134214,85694,5668,17757,19094,2228,1998-11-20
18162,Russia,Vladivostok,43.1155,131.8853,217229,185902,82666,2645,23318,27150,9056,1999-05-13
18163,Antarctica,Rockfort_Island,-67.6167,62.8667,7489,4832,2326,295,846,252,171,1999-03-07
18164,Japan,Kyoto,-0.6353533556324394,-4.121988575775276,55810,43580,31749,1102,7230,6284,1145,1999-01-20
18165,Germany,Frankfurt,-4.724921723598893,2.452041664770111,957902,91587,48492,6387,14108,7369,3964,1998-06-23
18166,Germany,Berlin,52.52,13.405,266603,43692,31104,3499,7287,3688,1520,1999-05-05
18167,Russia,Siberia_Zone,61.0137,99.1967,4936,167,95,2,32,8,304,1999-03-16
18168,Germany,Munich,1.3304192527089729,0.9162062377984493,166870,70851,42038,1010,10772,3748,1938,1999-05-09
18169,Japan,Osaka,1.5102506162201896,-3.245233909150882,95203,39389,20491,2710,5490,3995,1201,1999-04-30
18170,Brazil,Rio_de_Janeiro,1.6986398029712801,-0.14451882298422256,8865,7020,3688,636,447,286,1099,1998-08-07
18171,UK,Manchester,-0.16330745969565263,5.456915438611025,66752,1929,895,192,357,55,475,1998-07-22
18172,Australia,Brisbane,-0.8665823898368763,9.314114221014716,719683,353672,226737,4784,28573,12807,6994,1998-12-06
18173,Brazil,Sao_Paulo,-23.5505,-46.6333,13440,9464,6000,816,1310,1351,783,1998-05-08
18174,Taiwan,Tainan_City,-1.3817801379542258,-6.823508848071515,247231,149963,88570,11838,26244,7475,3330,1999-04-28
